t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch
0,0.028858184814453125,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.008481008000671864,-0.21173404157161713,0.318890780210495,-3.1415538787841797,-0.02033129706978798
1,0.23046326637268066,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.027429630979895592,-0.21408553421497345,0.1838153600692749,-3.135967969894409,-0.06047455966472626
2,0.2593803405761719,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.04629885405302048,-0.21774664521217346,0.12150779366493225,-3.1283388137817383,-0.11017896980047226
3,0.28757286071777344,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.07106752693653107,-0.22262589633464813,0.15846875309944153,-3.1222264766693115,-0.15695372223854065
4,0.2980039119720459,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.10753694921731949,-0.22353540360927582,0.2548919916152954,-3.121328353881836,-0.19344450533390045
5,0.3277921676635742,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.15050099790096283,-0.21898320317268372,0.33937492966651917,-3.1275880336761475,-0.21766364574432373
6,0.3383612632751465,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.19036151468753815,-0.20728754997253418,0.39026305079460144,-3.140695095062256,-0.22889459133148193
7,0.36850976943969727,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.22224508225917816,-0.18640823662281036,0.3802240490913391,3.1240897178649902,-0.22747087478637695
8,0.3795135021209717,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.243267223238945,-0.1559332311153412,0.31149590015411377,3.1030402183532715,-0.21631601452827454
9,0.4095313549041748,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.25235024094581604,-0.1178174614906311,0.19603756070137024,3.081923723220825,-0.19932568073272705
10,0.42043542861938477,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2877047657966614,-0.29721778631210327,0.5234770774841309,3.0754904747009277,-0.18279369175434113
11,0.45124173164367676,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2529022991657257,-0.30408695340156555,-0.10348697006702423,3.1245970726013184,-0.18467675149440765
12,0.4619626998901367,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.17353911697864532,-0.25290557742118835,-0.35069116950035095,3.1345367431640625,-0.17477478086948395
13,0.49070119857788086,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.15330424904823303,-0.2109723687171936,-0.3030458092689514,3.128847122192383,-0.15078356862068176
14,0.5016224384307861,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.16428816318511963,-0.181212916970253,-0.19666624069213867,3.120560646057129,-0.12880223989486694
15,0.5286140441894531,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.17435885965824127,-0.1441957652568817,-0.12660792469978333,3.110482931137085,-0.11385725438594818
16,0.5392177104949951,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1826716661453247,-0.10391250997781754,-0.07040399312973022,3.0960605144500732,-0.10572129487991333
17,0.5670020580291748,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.18834371864795685,-0.06357419490814209,-0.016057545319199562,3.078087329864502,-0.10271117091178894
18,0.577425479888916,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.19232186675071716,-0.027656273916363716,0.04591768980026245,3.0598978996276855,-0.1024341806769371
19,0.6115903854370117,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.19504722952842712,0.0028164107352495193,0.07377666980028152,3.0444371700286865,-0.10215578973293304
20,0.6239762306213379,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.19806493818759918,0.027227992191910744,0.056904733180999756,3.032741069793701,-0.0995393842458725
21,0.6513979434967041,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2047024965286255,0.04509957134723663,0.036044325679540634,3.0251710414886475,-0.09407054632902145
22,0.662053108215332,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2166653722524643,0.059451788663864136,0.02164248749613762,3.0220062732696533,-0.08712846785783768
23,0.6894330978393555,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.23382295668125153,0.0768008828163147,0.005269311368465424,3.022584915161133,-0.08101797848939896
24,0.7010402679443359,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.25486934185028076,0.09870730340480804,0.009122255258262157,3.0256927013397217,-0.07789499312639236
25,0.7301468849182129,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2770642638206482,0.12458452582359314,0.0318441204726696,3.0300779342651367,-0.07840762287378311
26,0.7422187328338623,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2981553375720978,0.15125900506973267,0.0613684244453907,3.035313606262207,-0.08136745542287827
27,0.7690942287445068,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.31780165433883667,0.17503687739372253,0.10249228030443192,3.042245626449585,-0.08468184620141983
28,0.7795286178588867,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3365800082683563,0.19456090033054352,0.14963850378990173,3.0514981746673584,-0.0865025669336319
29,0.8075087070465088,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3540090322494507,0.2120772898197174,0.1734054535627365,3.0610692501068115,-0.08505014330148697
30,0.817976713180542,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.36445918679237366,0.2207823395729065,0.40356388688087463,3.067920446395874,-0.08772721141576767
31,0.8446147441864014,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3357657194137573,0.19434911012649536,0.2957916855812073,3.0778799057006836,-0.09081515669822693
32,0.855154275894165,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.32413333654403687,0.16165195405483246,0.14549782872200012,3.082092046737671,-0.08047658950090408
33,0.8818175792694092,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3241659998893738,0.11919447779655457,-0.014755514450371265,3.0852560997009277,-0.07155035436153412
34,0.8926804065704346,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3273235559463501,0.07752585411071777,-0.1050657257437706,3.0917460918426514,-0.0700654536485672
35,0.9189729690551758,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3285793662071228,0.045605480670928955,-0.09643352031707764,3.0999319553375244,-0.0729510560631752
36,0.9299378395080566,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.33157625794410706,0.02140250988304615,-0.09888340532779694,3.1065585613250732,-0.0760483369231224
37,0.9561424255371094,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.337240993976593,0.0003821051213890314,-0.09916870296001434,3.109035015106201,-0.07817745208740234
38,0.9662871360778809,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.34492358565330505,-0.021256498992443085,-0.07988221943378448,3.107482433319092,-0.07930866628885269
39,0.9927659034729004,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.35505643486976624,-0.044412046670913696,-0.07302675396203995,3.103898286819458,-0.07989082485437393
40,1.0034968852996826,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.36766552925109863,-0.06595678627490997,-0.06809762865304947,3.098719835281372,-0.08010580390691757
41,1.0306696891784668,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.3827025592327118,-0.08417509496212006,-0.053614601492881775,3.0905067920684814,-0.07941024750471115
42,1.0414788722991943,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.398682177066803,-0.09945207089185715,-0.029684171080589294,3.079547643661499,-0.07660297304391861
43,1.0702810287475586,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.41621243953704834,-0.11538084596395493,0.010529227554798126,3.0694308280944824,-0.07120116055011749
44,1.0805795192718506,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.44553565979003906,-0.12894496321678162,-0.13894085586071014,3.0624794960021973,-0.06779128313064575
45,1.107985258102417,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.43927863240242004,-0.14578337967395782,-0.1904848963022232,3.06050705909729,-0.07064270228147507
46,1.1188435554504395,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.42171552777290344,-0.15858153998851776,-0.15313507616519928,3.069408416748047,-0.06673505157232285
47,1.1452341079711914,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.4119870066642761,-0.15783677995204926,-0.20658211410045624,3.083367347717285,-0.056814100593328476
