t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch
0,0.028429269790649414,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.008481011725962162,-0.2117341160774231,0.31889063119888306,-3.1415538787841797,-0.02033129706978798
1,0.24370241165161133,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.027429703623056412,-0.21408571302890778,0.18381530046463013,-3.135967969894409,-0.06047455966472626
2,0.27298712730407715,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.046298909932374954,-0.21774674952030182,0.12150802463293076,-3.1283388137817383,-0.11017893254756927
3,0.3008589744567871,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.07106772065162659,-0.2226259857416153,0.15846796333789825,-3.1222264766693115,-0.15695370733737946
4,0.3114814758300781,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1075371652841568,-0.2235354483127594,0.25489237904548645,-3.121328353881836,-0.19344449043273926
5,0.3419198989868164,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.15050125122070312,-0.2189832627773285,0.3393758535385132,-3.1275880336761475,-0.21766363084316254
6,0.3529317378997803,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.19036167860031128,-0.20728743076324463,0.3902628421783447,-3.140695095062256,-0.22889457643032074
7,0.3925173282623291,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.22224530577659607,-0.18640822172164917,0.38022419810295105,3.1240897178649902,-0.22747084498405457
8,0.4043405055999756,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.24326735734939575,-0.15593321621418,0.31149643659591675,3.1030402183532715,-0.21631602942943573
9,0.4356396198272705,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2523503005504608,-0.11781734228134155,0.19603849947452545,3.081923723220825,-0.19932574033737183
10,0.4476304054260254,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.35447585582733154,-0.348079651594162,0.1701304316520691,3.0670864582061768,-0.18013696372509003
11,0.4808065891265869,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2469489425420761,-0.29923519492149353,-0.6294347047805786,3.1139280796051025,-0.18605159223079681
12,0.492509126663208,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.16636106371879578,-0.15706010162830353,-0.6587391495704651,3.09727144241333,-0.1697455197572708
13,0.5198071002960205,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.09839341789484024,-0.08471902459859848,-0.3534085154533386,3.081517219543457,-0.1566186547279358
14,0.5307652950286865,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.07391960918903351,-0.05049172416329384,-0.1827283650636673,3.0756144523620605,-0.14188751578330994
15,0.5589399337768555,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.08481073379516602,-0.024603091180324554,-0.08236981183290482,3.0713860988616943,-0.12873198091983795
16,0.5695850849151611,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.11079125106334686,-0.0035940282978117466,0.02228090912103653,3.0654423236846924,-0.12129443883895874
17,0.5963385105133057,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.12875640392303467,0.026123713701963425,0.10431079566478729,3.0563085079193115,-0.12037070840597153
18,0.6099543571472168,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1328348070383072,0.06290706247091293,0.21883080899715424,3.0417466163635254,-0.12239868938922882
19,0.6402902603149414,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.13101492822170258,0.10020455718040466,0.4002966582775116,3.021911382675171,-0.12334269285202026
20,0.6558077335357666,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1314517855644226,0.13333210349082947,0.6044001579284668,2.9987900257110596,-0.12080033123493195
21,0.6832146644592285,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1404878795146942,0.15653061866760254,0.7854261994361877,2.9771249294281006,-0.11318836361169815
22,0.6938385963439941,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1635146588087082,0.16251802444458008,0.9260814785957336,2.964552879333496,-0.10123295336961746
23,0.7197918891906738,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1906297653913498,0.15369251370429993,0.9854698181152344,2.967122793197632,-0.08700940757989883
24,0.7304670810699463,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.21540595591068268,0.15498152375221252,0.9488425254821777,2.982123613357544,-0.0737767219543457
25,0.756148099899292,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.24109576642513275,0.18073636293411255,0.8808058500289917,3.0012595653533936,-0.06566857546567917
26,0.7662746906280518,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.266745001077652,0.22208181023597717,0.81432044506073,3.0171918869018555,-0.06451743841171265
27,0.79327392578125,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.28928059339523315,0.2566671073436737,0.7699169516563416,3.026939868927002,-0.06784070283174515
28,0.8033666610717773,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.30944931507110596,0.27258169651031494,0.759600818157196,3.033245086669922,-0.07149025797843933
29,0.8301224708557129,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.33115464448928833,0.28095611929893494,0.7415217161178589,3.0398664474487305,-0.07314819097518921
30,0.8399858474731445,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.34706249833106995,0.288603276014328,0.6916137337684631,3.048328399658203,-0.07034852355718613
