t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch
0,0.02822589874267578,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.008481045253574848,-0.2117341160774231,0.3188905417919159,-3.1415538787841797,-0.02033129706978798
1,0.23850774765014648,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.027429666370153427,-0.2140856385231018,0.18381519615650177,-3.135967969894409,-0.06047455966472626
2,0.2669825553894043,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.04629877954721451,-0.21774666011333466,0.12150824069976807,-3.1283388137817383,-0.11017893254756927
3,0.2954401969909668,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.07106764614582062,-0.2226259559392929,0.15846778452396393,-3.1222264766693115,-0.15695370733737946
4,0.30599522590637207,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.10753705352544785,-0.22353553771972656,0.2548926770687103,-3.121328353881836,-0.19344449043273926
5,0.33706164360046387,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.15050111711025238,-0.21898357570171356,0.33937618136405945,-3.1275880336761475,-0.21766361594200134
6,0.347797155380249,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.1903616338968277,-0.20728799700737,0.3902634084224701,-3.140695095062256,-0.22889456152915955
7,0.3850843906402588,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2222452163696289,-0.18640868365764618,0.38022470474243164,3.1240897178649902,-0.22747083008289337
8,0.3958547115325928,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.24326719343662262,-0.15593376755714417,0.31149667501449585,3.1030402183532715,-0.21631598472595215
9,0.42534923553466797,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.25235000252723694,-0.11781790852546692,0.19603872299194336,3.081923723220825,-0.19932560622692108
10,0.43612170219421387,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.24875319004058838,-0.07293489575386047,0.06266209483146667,3.061969757080078,-0.1788484901189804
11,0.46684837341308594,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2281060814857483,-0.022211521863937378,-0.03545445203781128,3.043703079223633,-0.1548597812652588
12,0.47855472564697266,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.4786941409111023,-0.3646077513694763,-0.5973293781280518,3.0977611541748047,-0.1928950399160385
