t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch
0,0.027749300003051758,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.008481062017381191,-0.21173398196697235,0.3188905715942383,-3.1415538787841797,-0.02033129706978798
1,0.23122191429138184,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.027429716661572456,-0.2140854001045227,0.18381556868553162,-3.135967969894409,-0.06047455966472626
2,0.259645938873291,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.046298798173666,-0.217746302485466,0.12150837481021881,-3.1283388137817383,-0.11017892509698868
3,0.28745079040527344,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.07106766849756241,-0.2226255238056183,0.15846788883209229,-3.1222264766693115,-0.15695369243621826
4,0.2980060577392578,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.10753712058067322,-0.2235351949930191,0.254892498254776,-3.121328353881836,-0.19344446063041687
5,0.32961249351501465,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.15050126612186432,-0.2189830243587494,0.33937543630599976,-3.1275880336761475,-0.21766361594200134
6,0.3403613567352295,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.19036167860031128,-0.20728746056556702,0.39026275277137756,-3.140695095062256,-0.22889456152915955
7,0.3771932125091553,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2222452014684677,-0.18640807271003723,0.38022395968437195,3.1240897178649902,-0.22747080028057098
8,0.3879852294921875,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2432672083377838,-0.15593309700489044,0.31149619817733765,3.1030402183532715,-0.21631592512130737
9,0.415942907333374,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.25235024094581604,-0.11781716346740723,0.19603891670703888,3.081923723220825,-0.1993255764245987
10,0.42680954933166504,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.28771376609802246,-0.2973261773586273,0.5236164331436157,3.0755109786987305,-0.18280069530010223
11,0.45685839653015137,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.2529791295528412,-0.3041374087333679,-0.10404279828071594,3.1246490478515625,-0.18470165133476257
12,0.46776723861694336,0.3352386951446533,0.05151503160595894,-0.08995325118303299,0.17361004650592804,-0.25294607877731323,-0.35034751892089844,3.13460111618042,-0.17481468617916107
