t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch,force_L,force_R,external_force
40,1.1904683113098145,0.5,0.0,0.0,0.6118868589401245,0.09117678552865982,0.37273460626602173,-3.1084506511688232,-0.021756287664175034,261.7877502441406,10.71706485748291,58.204811096191406
41,1.2165062427520752,0.5,0.0,0.0,0.6187839508056641,-0.027599656954407692,-0.013810019940137863,-3.1132450103759766,-0.022134235128760338,302.74761962890625,0.0,22.721214294433594
42,1.227111577987671,0.5,0.0,0.0,0.5919836759567261,-0.07500633597373962,-0.10052376985549927,-3.1147615909576416,-0.012682715430855751,301.0863342285156,0.0,17.44826889038086
43,1.2539172172546387,0.5,0.0,0.0,0.567036509513855,-0.10590967535972595,-0.09039192646741867,-3.1142032146453857,0.006647936068475246,295.0005798339844,0.0,50.51523208618164
44,1.2644810676574707,0.5,0.0,0.0,0.6048937439918518,-0.21469531953334808,-0.20644141733646393,-3.108391284942627,0.02445213682949543,259.3782958984375,0.0,26.915891647338867
45,1.2965269088745117,0.5,0.0,0.0,0.5803728103637695,-0.2543739080429077,-0.30536794662475586,-3.1066391468048096,0.03829452767968178,211.87709045410156,0.0,20.352001190185547
46,1.3064677715301514,0.5,0.0,0.0,0.6141376495361328,-0.2948806881904602,-0.282551109790802,-3.109844923019409,0.04741068556904793,154.6609344482422,0.0,33.57304763793945
47,1.3336882591247559,0.5,0.0,0.0,0.6315374970436096,-0.268278568983078,-0.09027614444494247,-3.116832733154297,0.05112036317586899,104.29481506347656,0.0,33.209571838378906
48,1.345456600189209,0.5,0.0,0.0,0.6291136145591736,-0.33448275923728943,-0.008782120421528816,-3.1211512088775635,0.05432611703872681,96.62035369873047,0.0,37.41386413574219
49,1.3704488277435303,0.5,0.0,0.0,0.6277512907981873,-0.303619384765625,0.14522600173950195,-3.1201398372650146,0.055280089378356934,55.64990234375,128.0194091796875,33.935482025146484
50,1.3803431987762451,0.5,0.0,0.0,0.6397649049758911,-0.25955912470817566,0.045075081288814545,-3.117074489593506,0.0426195003092289,0.0,168.77793884277344,37.138458251953125
51,1.4053137302398682,0.5,0.0,0.0,0.6253122687339783,-0.2260938286781311,0.13840463757514954,-3.1150293350219727,0.03454039618372917,0.0,205.59945678710938,33.78656768798828
52,1.4156153202056885,0.5,0.0,0.0,0.6642982959747314,-0.15545836091041565,0.2376449555158615,-3.123096227645874,0.028835689648985863,0.0,226.00775146484375,44.092891693115234
53,1.4410133361816406,0.5,0.0,0.0,0.5902987718582153,-0.1275090128183365,0.31026801466941833,-3.1351583003997803,0.028175242245197296,0.0,251.79302978515625,7.378305912017822
54,1.4511542320251465,0.5,0.0,0.0,0.6122128963470459,-0.07413771003484726,0.32703882455825806,3.1335551738739014,0.026550551876425743,0.0,263.6534118652344,24.0374813079834
55,1.4751224517822266,0.5,0.0,0.0,0.5902546644210815,-0.056791845709085464,0.36582356691360474,3.1235687732696533,0.019377801567316055,0.0,255.1211395263672,10.168875694274902
56,1.4848997592926025,0.5,0.0,0.0,0.6003897786140442,0.001657694112509489,0.49207600951194763,3.1147477626800537,0.007550922688096762,0.0,220.9394989013672,57.81612777709961
57,1.5100133419036865,0.5,0.0,0.0,0.5452436804771423,0.058619044721126556,0.7857639193534851,3.108945846557617,-0.002919588005170226,0.0,167.8238525390625,33.85262680053711
58,1.5200302600860596,0.5,0.0,0.0,0.5498263835906982,0.06802091002464294,0.9926295280456543,3.1093804836273193,-0.0008691000984981656,0.0,123.66612243652344,54.032737731933594
59,1.546844244003296,0.5,0.0,0.0,0.5829234719276428,0.11298782378435135,0.9676697254180908,3.1094484329223633,0.01093438919633627,0.0,113.92362976074219,50.21107864379883
60,1.5574135780334473,0.5,0.0,0.0,0.5562477707862854,0.16353219747543335,0.3554595112800598,3.10115122795105,0.0297987200319767,0.0,78.95184326171875,56.26475524902344
61,1.5866320133209229,0.5,0.0,0.0,0.4844624400138855,0.09949632734060287,0.055312853306531906,3.0895748138427734,0.03916012868285179,224.59478759765625,0.0,31.323627471923828
62,1.5995168685913086,0.5,0.0,0.0,0.44074690341949463,0.023723118007183075,-0.13411974906921387,3.08491849899292,0.0526261143386364,243.03378295898438,0.0,44.815277099609375
63,1.6245918273925781,0.5,0.0,0.0,0.3708483576774597,-0.002802959643304348,0.0020903684198856354,3.0916659832000732,0.07129206508398056,229.71194458007812,0.0,35.05614471435547
64,1.635277271270752,0.5,0.0,0.0,0.3025953471660614,-0.0641065463423729,0.1341102421283722,3.108423948287964,0.09359145909547806,216.85702514648438,0.0,20.582595825195312
65,1.6604456901550293,0.5,0.0,0.0,0.2949022948741913,-0.050459131598472595,0.22679421305656433,3.118913173675537,0.11040110886096954,195.00424194335938,0.0,27.696788787841797
66,1.6711540222167969,0.5,0.0,0.0,0.2975635826587677,-0.037589576095342636,0.3793070316314697,3.1170103549957275,0.11728884279727936,174.8484344482422,0.0,47.298736572265625
67,1.6972410678863525,0.5,0.0,0.0,0.29166144132614136,-0.12268725037574768,0.3116034269332886,3.110725164413452,0.1212255209684372,164.73495483398438,0.0,24.550935745239258
68,1.7082018852233887,0.5,0.0,0.0,0.3189355731010437,-0.14242111146450043,0.10039252787828445,3.1002466678619385,0.12111297994852066,166.97210693359375,0.0,44.466270446777344
69,1.7370920181274414,0.5,0.0,0.0,0.30035707354545593,-0.1387704610824585,0.03230523318052292,3.0943479537963867,0.11940904706716537,187.5675811767578,0.0,46.258148193359375
70,1.7476294040679932,0.5,0.0,0.0,0.2532655894756317,-0.21436448395252228,-0.13968439400196075,3.1045188903808594,0.12256137281656265,183.93988037109375,95.06385803222656,51.09255599975586
71,1.7741780281066895,0.5,0.0,0.0,0.22979435324668884,-0.2331177145242691,-0.21325737237930298,3.126492738723755,0.11363224685192108,89.38678741455078,152.1757049560547,50.31502914428711
72,1.7846174240112305,0.5,0.0,0.0,0.2884449362754822,-0.19012784957885742,-0.13109947741031647,-3.1404829025268555,0.09258536994457245,0.0,173.34344482421875,43.85224914550781
73,1.8151063919067383,0.5,0.0,0.0,0.26188772916793823,-0.10460338741540909,0.05976814404129982,-3.137395143508911,0.07086259871721268,0.0,156.33425903320312,14.080305099487305
74,1.8272008895874023,0.5,0.0,0.0,0.24022559821605682,-0.06509297341108322,0.25080275535583496,-3.137281894683838,0.05869990214705467,0.0,158.56503295898438,54.07145309448242
75,1.8536059856414795,0.5,0.0,0.0,0.21063439548015594,-0.08102291077375412,0.2066691517829895,-3.1348485946655273,0.05325901135802269,0.0,176.8428497314453,60.63245391845703
76,1.8636009693145752,0.5,0.0,0.0,0.2624844014644623,-0.1092417985200882,0.10332580655813217,-3.1279892921447754,0.04668750986456871,0.0,196.14230346679688,6.257044315338135
77,1.888737440109253,0.5,0.0,0.0,0.2586994767189026,-0.05426819622516632,0.06302895396947861,-3.1244192123413086,0.04253069683909416,0.0,214.36302185058594,62.307281494140625
78,1.898935317993164,0.5,0.0,0.0,0.2097839117050171,0.06176313757896423,0.07865098863840103,-3.1335928440093994,0.045359790325164795,0.0,224.9807586669922,31.371829986572266
79,1.925069808959961,0.5,0.0,0.0,0.1936953365802765,0.15669706463813782,0.2325827181339264,3.1285600662231445,0.04697909951210022,327.6806945800781,193.88270568847656,51.12774658203125
80,1.935354232788086,0.5,0.0,0.0,0.19924265146255493,0.09107353538274765,0.13592618703842163,3.1123507022857666,0.043683670461177826,54.803993225097656,138.17405700683594,55.3748779296875
81,1.96030592918396,0.5,0.0,0.0,0.24443045258522034,0.023803766816854477,0.036265142261981964,3.1063971519470215,0.04580327868461609,185.35719299316406,66.12032318115234,44.659996032714844
82,1.9706799983978271,0.5,0.0,0.0,0.18648849427700043,0.024345070123672485,0.02908707968890667,3.1009485721588135,0.05645748972892761,171.18167114257812,0.0,60.838626861572266
83,1.9957962036132812,0.5,0.0,0.0,0.22276577353477478,-0.04479271546006203,-0.09585235267877579,3.0903444290161133,0.06791515648365021,153.99887084960938,0.0,6.145686626434326
84,2.005916118621826,0.5,0.0,0.0,0.22770579159259796,-0.06695156544446945,-0.04316668212413788,3.07863187789917,0.07289929687976837,146.62680053710938,0.0,35.930198669433594
85,2.0310218334198,0.5,0.0,0.0,0.17717941105365753,-0.09984831511974335,0.07032988965511322,3.073190689086914,0.07672639936208725,149.30477905273438,0.0,32.524417877197266
86,2.0411548614501953,0.5,0.0,0.0,0.14938271045684814,-0.1246633380651474,0.16231197118759155,3.077002763748169,0.08005416393280029,151.44863891601562,0.0,67.54430389404297
87,2.0669264793395996,0.5,0.0,0.0,0.0884685218334198,-0.2020813226699829,0.05269419401884079,3.085533380508423,0.08563752472400665,148.0437774658203,0.0,43.55787658691406
88,2.0777337551116943,0.5,0.0,0.0,0.07156446576118469,-0.1805371791124344,0.09542214870452881,3.094491481781006,0.09168725460767746,131.4795684814453,0.0,27.91388511657715
89,2.1042404174804688,0.5,0.0,0.0,0.07951018959283829,-0.236342653632164,0.0387183353304863,3.1065025329589844,0.09374061226844788,121.89004516601562,107.60142517089844,33.95525360107422
90,2.114453077316284,0.5,0.0,0.0,0.15521250665187836,-0.20129689574241638,0.021523356437683105,3.1166322231292725,0.08323714882135391,76.0797119140625,200.76980590820312,34.727970123291016
91,2.14054536819458,0.5,0.0,0.0,0.11581294238567352,-0.17863327264785767,-0.022936999797821045,3.1227481365203857,0.07339274138212204,0.0,223.8562774658203,50.16279983520508
92,2.1514105796813965,0.5,0.0,0.0,0.20060381293296814,-0.1727326363325119,-0.11069008708000183,3.126880645751953,0.055691394954919815,0.0,220.73956298828125,46.518619537353516
93,2.177727222442627,0.5,0.0,0.0,0.16619373857975006,-0.14771799743175507,-0.1454971581697464,3.1261143684387207,0.032622937113046646,0.0,210.8389434814453,47.33414840698242
94,2.189805030822754,0.5,0.0,0.0,0.21464072167873383,-0.06513775140047073,0.08397208899259567,3.1223247051239014,0.012811027467250824,0.0,194.0750732421875,50.87358856201172
95,2.2172317504882812,0.5,0.0,0.0,0.24219726026058197,-0.10290873050689697,0.12131564319133759,3.125552177429199,-0.00133856653701514,0.0,201.50909423828125,44.82966232299805
96,2.2286181449890137,0.5,0.0,0.0,0.2710252106189728,-0.027750210836529732,0.28384625911712646,3.1342556476593018,-0.007268246728926897,0.0,217.4818115234375,64.30905151367188
97,2.255629539489746,0.5,0.0,0.0,0.3524281084537506,0.055739451199769974,0.41738361120224,-3.1387295722961426,-0.013966777361929417,0.0,231.3355712890625,44.97483825683594
98,2.2662394046783447,0.5,0.0,0.0,0.3962661921977997,0.04616547003388405,0.270557165145874,-3.1310927867889404,-0.02411629818379879,0.0,213.623046875,38.60315704345703
99,2.2939040660858154,0.5,0.0,0.0,0.44130563735961914,0.0592353492975235,0.25138598680496216,-3.1280856132507324,-0.02837848849594593,0.0,195.68930053710938,40.33745193481445
100,2.306124210357666,0.5,0.0,0.0,0.5030456185340881,0.07262125611305237,0.4563770890235901,-3.1339173316955566,-0.03603261336684227,224.74171447753906,144.8531494140625,41.362754821777344
101,2.335996627807617,0.5,0.0,0.0,0.4657104015350342,0.021622028201818466,0.41074180603027344,-3.1384963989257812,-0.039919640868902206,180.43972778320312,61.56758117675781,21.395565032958984
102,2.3464066982269287,0.5,0.0,0.0,0.4735850393772125,-0.02806108631193638,0.17253106832504272,3.1385955810546875,-0.02872246317565441,195.39178466796875,0.0,36.46404266357422
103,2.372584104537964,0.5,0.0,0.0,0.4782470762729645,-0.015028268098831177,-0.0300274770706892,3.124232530593872,-0.014937793835997581,172.37820434570312,0.0,44.7334098815918
104,2.3832955360412598,0.5,0.0,0.0,0.46175387501716614,-0.08250206708908081,-0.180633544921875,3.1093974113464355,-0.0061887516640126705,156.3626251220703,0.0,57.23344421386719
105,2.4099295139312744,0.5,0.0,0.0,0.43837788701057434,-0.06310728192329407,-0.012810444459319115,3.1019701957702637,0.0029409604612737894,156.6378173828125,0.0,22.174522399902344
106,2.420363426208496,0.5,0.0,0.0,0.46451783180236816,-0.11588674783706665,0.10456609725952148,3.101546287536621,0.010552961379289627,157.55886840820312,0.0,19.770597457885742
107,2.446735382080078,0.5,0.0,0.0,0.5266536474227905,-0.13862784206867218,0.15679700672626495,3.1022963523864746,0.011215231381356716,141.23912048339844,0.0,9.98530101776123
108,2.457273483276367,0.5,0.0,0.0,0.5447016954421997,-0.15832185745239258,0.1664431393146515,3.1054117679595947,0.008755615912377834,123.20974731445312,0.0,6.9681010246276855
109,2.4862611293792725,0.5,0.0,0.0,0.5823783874511719,-0.18126730620861053,0.026258282363414764,3.1132054328918457,0.003618893912062049,119.32910919189453,85.20128631591797,14.288863182067871
110,2.4963693618774414,0.5,0.0,0.0,0.5947519540786743,-0.17833764851093292,-0.14688336849212646,3.1274068355560303,-0.0018069371581077576,59.13814163208008,151.0116424560547,54.113399505615234
111,2.521005153656006,0.5,0.0,0.0,0.550332248210907,-0.09253806620836258,0.008041394874453545,3.140336513519287,-0.004104533698409796,0.0,214.01834106445312,17.571218490600586
112,2.5308165550231934,0.5,0.0,0.0,0.5585651993751526,-0.07703794538974762,0.1515030562877655,-3.135403871536255,-0.004643247928470373,0.0,242.7694549560547,12.937751770019531
113,2.5579922199249268,0.5,0.0,0.0,0.5696861743927002,-0.038160473108291626,0.1999075710773468,-3.134002923965454,-0.006314713507890701,0.0,257.444580078125,54.00117492675781
114,2.5677828788757324,0.5,0.0,0.0,0.625830352306366,-0.05323989316821098,0.07598210871219635,-3.1392903327941895,-0.011492191813886166,0.0,264.54559326171875,24.97230339050293
115,2.592641592025757,0.5,0.0,0.0,0.6468956470489502,-0.05072789266705513,0.08532647043466568,3.137380599975586,-0.01706608012318611,0.0,247.0162811279297,51.298587799072266
116,2.6028213500976562,0.5,0.0,0.0,0.6853872537612915,0.028038669377565384,0.3445727229118347,3.1333234310150146,-0.022000376135110855,0.0,221.30560302734375,41.3104133605957
117,2.6283926963806152,0.5,0.0,0.0,0.6827630400657654,0.009492217563092709,0.39593595266342163,3.1295294761657715,-0.025355957448482513,0.0,181.19583129882812,25.552412033081055
118,2.639803647994995,0.5,0.0,0.0,0.6426507830619812,0.017408443614840508,0.4455828368663788,3.12723445892334,-0.02135559730231762,0.0,137.84024047851562,57.48756790161133
119,2.6652073860168457,0.5,0.0,0.0,0.6760909557342529,0.09809093922376633,0.4644588232040405,3.1238856315612793,-0.01095404289662838,0.0,111.14607238769531,39.72484588623047
120,2.6768980026245117,0.5,0.0,0.0,0.600019633769989,0.12492723762989044,0.45683133602142334,3.121134042739868,0.010137056931853294,192.33255004882812,74.2783432006836,38.5770378112793
121,2.703612804412842,0.5,0.0,0.0,0.5970723032951355,0.14460529386997223,0.46257561445236206,3.117492198944092,0.025629602372646332,216.3636932373047,0.0,35.60314178466797
122,2.7135510444641113,0.5,0.0,0.0,0.559460461139679,0.06987437605857849,0.136254221200943,3.1164016723632812,0.032326143234968185,223.4131622314453,0.0,43.530670166015625
123,2.7384488582611084,0.5,0.0,0.0,0.5703805088996887,0.07356966286897659,0.01113638374954462,3.1094865798950195,0.03710033744573593,226.40216064453125,0.0,28.941980361938477
124,2.748173236846924,0.5,0.0,0.0,0.5654029250144958,0.04357663542032242,0.00837215967476368,3.097452163696289,0.04476277902722359,231.08413696289062,0.0,12.197354316711426
125,2.773404598236084,0.5,0.0,0.0,0.5137811899185181,-0.020884070545434952,0.12402184307575226,3.0922391414642334,0.060865260660648346,242.83204650878906,0.0,17.25910186767578
126,2.783132314682007,0.5,0.0,0.0,0.49927735328674316,-0.09750384837388992,0.17607790231704712,3.0990166664123535,0.07783115655183792,238.52755737304688,0.0,50.32589340209961
127,2.8106234073638916,0.5,0.0,0.0,0.4191616177558899,-0.1508629024028778,0.13103342056274414,3.1058132648468018,0.09639523178339005,221.6865997314453,0.0,30.6204776763916
128,2.8211090564727783,0.5,0.0,0.0,0.40030112862586975,-0.19840937852859497,0.20961859822273254,3.108644723892212,0.10934934765100479,189.89979553222656,0.0,53.12617492675781
129,2.848292589187622,0.5,0.0,0.0,0.4646710753440857,-0.24033844470977783,0.2876536250114441,3.110757350921631,0.11263981461524963,138.02035522460938,269.3812561035156,36.83447265625
130,2.858565330505371,0.5,0.0,0.0,0.48274344205856323,-0.2621266841888428,0.2112574577331543,3.1136844158172607,0.10616938769817352,54.94245147705078,144.20794677734375,0.9745870232582092
131,2.8837382793426514,0.5,0.0,0.0,0.4554159939289093,-0.251544326543808,0.14980381727218628,3.124613046646118,0.10025142878293991,0.0,169.3457489013672,44.260337829589844
132,2.893704652786255,0.5,0.0,0.0,0.48082172870635986,-0.220914825797081,0.17155173420906067,3.1408824920654297,0.09563372284173965,0.0,162.45677185058594,35.47850036621094
133,2.917569637298584,0.5,0.0,0.0,0.5121985077857971,-0.20519378781318665,0.14500902593135834,-3.1310062408447266,0.08500304073095322,0.0,171.85040283203125,41.090030670166016
134,2.927440643310547,0.5,0.0,0.0,0.5085069537162781,-0.13783957064151764,0.30728453397750854,-3.1255533695220947,0.07369484752416611,0.0,186.2415008544922,36.75196075439453
135,2.9528543949127197,0.5,0.0,0.0,0.5489446520805359,-0.11307033896446228,0.3442538380622864,-3.124675750732422,0.06305423378944397,0.0,197.8354034423828,35.4207878112793
136,2.9627790451049805,0.5,0.0,0.0,0.538056492805481,-0.07345850020647049,0.39942532777786255,-3.12428879737854,0.047503143548965454,0.0,202.5929718017578,36.43718719482422
137,2.988584280014038,0.5,0.0,0.0,0.5364036560058594,-0.07285021990537643,0.38475605845451355,-3.125375747680664,0.027399379760026932,0.0,186.58558654785156,39.203948974609375
138,2.9989211559295654,0.5,0.0,0.0,0.49057164788246155,-0.09046702831983566,0.49906328320503235,-3.1256189346313477,0.014552664011716843,0.0,159.02012634277344,55.74095916748047
139,3.0244197845458984,0.5,0.0,0.0,0.41827312111854553,-0.11119551211595535,0.591172993183136,-3.1285102367401123,0.017687831073999405,0.0,123.54838562011719,11.483049392700195
140,3.0345711708068848,0.5,0.0,0.0,0.3708030581474304,-0.07778584957122803,0.49742016196250916,-3.138826847076416,0.03080645017325878,574.1787109375,125.11075592041016,36.15702438354492
141,3.0601818561553955,0.5,0.0,0.0,0.390628844499588,-0.1362697035074234,0.2774136960506439,3.1285831928253174,0.03759525343775749,239.785888671875,65.21790313720703,39.43301010131836
142,3.0705699920654297,0.5,0.0,0.0,0.3079276978969574,-0.15731091797351837,0.047078996896743774,3.123985528945923,0.04466499015688896,258.89874267578125,0.0,44.25273895263672
143,3.095790147781372,0.5,0.0,0.0,0.23208537697792053,-0.14126010239124298,-0.06389525532722473,3.1235337257385254,0.060476526618003845,241.67820739746094,0.0,41.273658752441406
144,3.1056857109069824,0.5,0.0,0.0,0.22966597974300385,-0.12006522715091705,-0.01232830435037613,3.1220061779022217,0.07728362083435059,204.45542907714844,0.0,43.7618408203125
145,3.130824327468872,0.5,0.0,0.0,0.16077974438667297,-0.18396149575710297,0.049506790935993195,3.1211788654327393,0.09695648401975632,177.2081298828125,0.0,28.181915283203125
146,3.1407291889190674,0.5,0.0,0.0,0.12118490785360336,-0.1761237531900406,0.2435680478811264,3.117036819458008,0.11835674941539764,167.6868133544922,0.0,45.16508102416992
147,3.166520118713379,0.5,0.0,0.0,0.1596861034631729,-0.19928209483623505,0.35529229044914246,3.1060643196105957,0.13195684552192688,148.86387634277344,0.0,40.936527252197266
148,3.176790952682495,0.5,0.0,0.0,0.17106080055236816,-0.1655232161283493,0.47249898314476013,3.0917224884033203,0.13504698872566223,144.46653747558594,0.0,52.971534729003906
149,3.2019143104553223,0.5,0.0,0.0,0.13099274039268494,-0.14412200450897217,0.39162230491638184,3.0802903175354004,0.13040047883987427,150.93478393554688,137.39422607421875,11.91581916809082
150,3.2127232551574707,0.5,0.0,0.0,0.14281977713108063,-0.18439388275146484,0.06102895736694336,3.0835673809051514,0.1198313757777214,167.28834533691406,134.73480224609375,41.94877624511719
151,3.2378640174865723,0.5,0.0,0.0,0.1610603630542755,-0.12871168553829193,-0.05520077794790268,3.0999300479888916,0.09997089207172394,114.71334838867188,169.3873291015625,23.337575912475586
152,3.248213529586792,0.5,0.0,0.0,0.15858855843544006,-0.11725369095802307,-0.1339997947216034,3.1178998947143555,0.0818389430642128,3.1502761840820312,182.90335083007812,42.25249481201172
153,3.2738120555877686,0.5,0.0,0.0,0.12755092978477478,-0.1055082231760025,-0.18152137100696564,3.1267313957214355,0.0727660208940506,0.0,173.60755920410156,29.076330184936523
154,3.2849886417388916,0.5,0.0,0.0,0.11025382578372955,-0.05497604236006737,-0.2011219710111618,3.123929738998413,0.06747865676879883,0.0,172.1203155517578,21.223920822143555
