t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch
0,0.028522968292236328,0.5667065382003784,0.0,0.0,-0.05793812870979309,0.02029675804078579,0.30487412214279175,-3.1368956565856934,-0.003201622748747468
1,0.258347749710083,0.5667065382003784,0.0,0.0,-0.05007343739271164,0.015167723409831524,0.14231880009174347,-3.1250624656677246,-0.024268358945846558
2,0.2906608581542969,0.5667065382003784,0.0,0.0,-0.04788542911410332,0.009431872516870499,0.050048936158418655,-3.1124494075775146,-0.0479554608464241
3,0.32399845123291016,0.5667065382003784,0.0,0.0,-0.04054354876279831,0.0026593271177262068,0.07562462240457535,-3.103478193283081,-0.06728294491767883
4,0.335193395614624,0.5667065382003784,0.0,0.0,-0.028909750282764435,-0.0029507577419281006,0.1835622489452362,-3.0975043773651123,-0.08125000447034836
5,0.37157368659973145,0.5667065382003784,0.0,0.0,-0.005802634172141552,-0.011210213415324688,0.3199903666973114,-3.0926480293273926,-0.09221898019313812
6,0.3841526508331299,0.5667065382003784,0.0,0.0,0.016370410099625587,-0.01724528707563877,0.44528841972351074,-3.0912363529205322,-0.10309591144323349
7,0.42621922492980957,0.5667065382003784,0.0,0.0,0.03902880847454071,-0.01972620189189911,0.5505924820899963,-3.094043493270874,-0.1102570965886116
8,0.43659400939941406,0.5667065382003784,0.0,0.0,0.05736864358186722,-0.01517646387219429,0.5703033208847046,-3.1019673347473145,-0.11127681285142899
9,0.4690706729888916,0.5667065382003784,0.0,0.0,0.044545114040374756,-0.004148218780755997,0.5159488916397095,-3.1134445667266846,-0.09729663282632828
10,0.48580384254455566,0.5667065382003784,0.0,0.0,0.0805101990699768,-0.2932625412940979,0.7322636246681213,-3.112440586090088,-0.06015486642718315
11,0.526667594909668,0.5667065382003784,0.0,0.0,0.00881835538893938,-0.24581332504749298,0.5884685516357422,-3.0032434463500977,-0.06973803043365479
12,0.5393564701080322,0.5667065382003784,0.0,0.0,-0.039546504616737366,-0.12961287796497345,0.10791100561618805,-2.961073637008667,-0.05562406778335571
13,0.5742182731628418,0.5667065382003784,0.0,0.0,-0.0705493688583374,-0.025012938305735588,-0.2523525655269623,-2.9410476684570312,-0.06014801561832428
14,0.5850639343261719,0.5667065382003784,0.0,0.0,-0.10264039039611816,0.015427426435053349,-0.08389817178249359,-2.9145965576171875,-0.07349839061498642
15,0.6165528297424316,0.5667065382003784,0.0,0.0,-0.12323901057243347,0.031533483415842056,0.07618837058544159,-2.8869428634643555,-0.07659564912319183
16,0.6285512447357178,0.5667065382003784,0.0,0.0,-0.13273587822914124,0.03395653888583183,0.11138322949409485,-2.8705034255981445,-0.07064863294363022
17,0.6595439910888672,0.5667065382003784,0.0,0.0,-0.12450232356786728,0.03927312791347504,0.1724761426448822,-2.874215602874756,-0.06152631342411041
18,0.6714656352996826,0.5667065382003784,0.0,0.0,-0.1121324747800827,0.054526437073946,0.4512910842895508,-2.903607130050659,-0.054760389029979706
19,0.7020101547241211,0.5667065382003784,0.0,0.0,-0.05283891409635544,0.031104158610105515,0.011163294315338135,-2.9522411823272705,-0.04892272502183914
20,0.7174544334411621,0.5667065382003784,0.0,0.0,-0.01866389438509941,0.018992753699421883,0.33728116750717163,-2.974851608276367,-0.05627615377306938
21,0.7480878829956055,0.5667065382003784,0.0,0.0,0.11003705114126205,-0.0460234135389328,-0.6849576234817505,-2.983384132385254,-0.06132414564490318
22,0.7637290954589844,0.5667065382003784,0.0,0.0,0.09474319219589233,-0.0036798242945224047,-0.07495790719985962,-2.9792397022247314,-0.07498525828123093
23,0.7932050228118896,0.5667065382003784,0.0,0.0,0.08325415849685669,0.027881775051355362,0.16905705630779266,-2.9836506843566895,-0.07483664900064468
24,0.8075182437896729,0.5667065382003784,0.0,0.0,0.09429571032524109,0.048643968999385834,0.10900569707155228,-2.9854414463043213,-0.07729945331811905
