t_step,wall_time_s,cmd_vx,cmd_vy,cmd_wz,act_vx,act_vy,act_wz,roll,pitch
0,0.02714061737060547,0.5667065382003784,0.0,0.0,-0.059673670679330826,0.018824419006705284,0.2870471775531769,-3.137068033218384,-0.0030381004326045513
1,0.2258899211883545,0.5667065382003784,0.0,0.0,-0.05375421419739723,0.01316412165760994,0.11016151309013367,-3.1260480880737305,-0.0224283616989851
2,0.25679826736450195,0.5667065382003784,0.0,0.0,-0.052516818046569824,0.007621541619300842,0.02793481945991516,-3.11429762840271,-0.044207897037267685
3,0.28590822219848633,0.5667065382003784,0.0,0.0,-0.04529555141925812,0.0024977540597319603,0.08521950989961624,-3.1060454845428467,-0.06222693994641304
4,0.2966444492340088,0.5667065382003784,0.0,0.0,-0.033050213009119034,-0.0012027760967612267,0.21993328630924225,-3.10141658782959,-0.07604479044675827
5,0.3267180919647217,0.5667065382003784,0.0,0.0,-0.010152296163141727,-0.006241965107619762,0.3666073679924011,-3.0993547439575195,-0.08729081600904465
6,0.337679386138916,0.5667065382003784,0.0,0.0,0.007890556007623672,-0.0073104556649923325,0.48600590229034424,-3.1014785766601562,-0.09597539156675339
7,0.37291908264160156,0.5667065382003784,0.0,0.0,0.018204303458333015,-0.005520518869161606,0.5501397848129272,-3.106248140335083,-0.09627439081668854
8,0.38540196418762207,0.5667065382003784,0.0,0.0,0.011513959616422653,0.00013015791773796082,0.48232826590538025,-3.1140925884246826,-0.08276936411857605
9,0.41906213760375977,0.5667065382003784,0.0,0.0,-0.05658555403351784,0.009430202655494213,0.4426160454750061,-3.123075246810913,-0.04650517553091049
10,0.4321887493133545,0.5667065382003784,0.0,0.0,0.007769135758280754,-0.13275709748268127,-0.1008974015712738,-3.1034421920776367,-0.004736726637929678
11,0.46375346183776855,0.5667065382003784,0.0,0.0,-0.019603006541728973,-0.07327484339475632,-0.09655743837356567,-3.0628037452697754,-0.0039010613691061735
12,0.4787912368774414,0.5667065382003784,0.0,0.0,-0.038705192506313324,-0.00039105210453271866,-0.04259837046265602,-3.0511109828948975,-0.002969438675791025
13,0.5110788345336914,0.5667065382003784,0.0,0.0,-0.04544815793633461,0.03936745598912239,-0.014258913695812225,-3.0455102920532227,-0.006625577807426453
14,0.5259509086608887,0.5667065382003784,0.0,0.0,-0.05680609866976738,0.06360939145088196,-0.16470935940742493,-3.037987232208252,-0.013324412517249584
15,0.5567209720611572,0.5667065382003784,0.0,0.0,-0.07324843108654022,0.0654694214463234,-0.36964765191078186,-3.02610182762146,-0.01856232061982155
16,0.5709271430969238,0.5667065382003784,0.0,0.0,-0.09329254180192947,0.05819103866815567,-0.4759843349456787,-3.0103776454925537,-0.017266172915697098
17,0.6000709533691406,0.5667065382003784,0.0,0.0,-0.10261251032352448,0.04731301963329315,-0.5973865985870361,-2.9941213130950928,-0.009977796114981174
18,0.6139771938323975,0.5667065382003784,0.0,0.0,-0.08043582737445831,0.030209530144929886,-0.5336005091667175,-2.979792833328247,-0.003001227742061019
19,0.6433703899383545,0.5667065382003784,0.0,0.0,-0.01951547898352146,0.01587565802037716,-0.0923711508512497,-2.9721193313598633,-0.0014631940284743905
20,0.657545804977417,0.5667065382003784,0.0,0.0,0.04119853675365448,-0.0008799872593954206,0.25678619742393494,-2.9758176803588867,-0.009248311631381512
21,0.6860964298248291,0.5667065382003784,0.0,0.0,0.07530530542135239,-0.024485331028699875,0.19332613050937653,-2.985811948776245,-0.025163516402244568
22,0.7001140117645264,0.5667065382003784,0.0,0.0,0.09836738556623459,-0.05375807732343674,-0.030508732423186302,-2.993048667907715,-0.04450133442878723
23,0.7289550304412842,0.5667065382003784,0.0,0.0,0.10989422351121902,-0.0763968676328659,-0.16011925041675568,-2.9939658641815186,-0.06205165758728981
24,0.7417595386505127,0.5667065382003784,0.0,0.0,0.13687627017498016,-0.07586891949176788,-0.12678171694278717,-2.995709180831909,-0.07504528760910034
25,0.7698526382446289,0.5667065382003784,0.0,0.0,0.16541258990764618,-0.07286211103200912,-0.07229186594486237,-3.000882387161255,-0.087433360517025
26,0.7829697132110596,0.5667065382003784,0.0,0.0,0.1883275955915451,-0.0723264068365097,-0.005483803804963827,-3.008087635040283,-0.09862039983272552
